cName,cUrl,fPrice,cArticleNumber,cCategory,cManufacturer,cPictureURL,cEAN
Werkzeugwagen R5 mit Werkzeug 270-tlg. | 7 Schubladen - RETTER Werkstattwagen,https://werkzeugpartner.com/werkzeugwagen-reter-r5,399,02-0036,werkstattwagen,RETTER,https://werkzeugpartner.com/media/image/product/207/lg/werkzeugwagen-reter-r5~14.webp,9.01098E+12
